Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,WSDL Address
424.83,46,3.7,46,73,89,84,20.83,8,ServerExampleService,http://www.nuestrosite.com.mx/soap/server.php?wsdl
138.0,86,15.4,95,73,100,84,15.0,41,Session,http://www.abctext.com/webservices/Session.asmx?wsdl
79.0,84,7.1,84,60,89,69,15.0,10,Current Homeland Security Threat Level,http://www.boyzoid.com/threat.cfc?wsdl
207.69,89,12.6,96,53,100,71,27.61,88,Exchanges,http://ws.strikeiron.com/Exchanges?WSDL
243.6,85,1.9,95,73,100,84,7.0,41,helixturnhelixService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/helixturnhelix.wsdl
117.0,83,23.3,84,67,89,82,4.0,5,IOremGeocoderservice,http://gis.orem.org/GISServices/OremGeocoder.dll/wsdl/IOremGeocoder
252.33,100,10.8,100,50,100,62,6.44,5,ServiceTransfert,http://www.thomasbouche.com/WS/Transfert/WSTransfert.asmx?wsdl
136.4,90,5.9,91,73,78,84,10.8,10,SoapTest,http://mssoapinterop.org/stk/InteropBtyped.wsdl
213.82,59,8.3,59,67,67,77,68.89,87,PCSDealers,http://xml.2buypcs.com/services/pcsdealers.asmx?WSDL
93.3,60,13.4,61,73,67,84,31.4,88,DemographixQuery,http://ws.cdyne.com/DemographixWS/DemographixQuery.asmx?wsdl
108.67,87,4.8,95,73,100,84,24.84,12,Fax,http://ws.acrosscommunications.com/Fax.asmx?WSDL
185.33,63,9.7,63,80,100,87,107.66,12,ExchangeRateService,http://www-128.ibm.com/developerworks/library/ws-jsrart/Sample.wsdl
125.0,91,32.3,97,58,89,80,6.0,9,Compound2,http://mssoapinterop.org/stk/wsdl/compound2.wsdl
93.37,96,13.5,99,67,89,58,41.66,93,CommandService,http://www.leadtools.net/Services/CommandService/CommandService.asmx?wsdl
82.0,83,35.9,84,73,78,75,2.0,3,WarrantyClaimWebService,http://www.walkermowers.com/ws/opei/WarrantyClaimService4.wsdl
252.35,85,5.3,86,53,89,66,53.96,6,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/wsdl/graphics__dot.wsdl
255.08,12,8.1,13,53,78,71,6.34,62,OnlineMessenger,http://www.nims.nl/soap/oms2.wsdl
270.5,45,1.6,45,58,78,69,2.83,5,AladinImageService,http://cdsws.u-strasbg.fr/axis/services/AladinImage?wsdl
289.25,92,11.4,93,73,100,80,4.63,60,ContentFinder,http://arcwebstg.esri.com/services/v2006/ContentFinder.wsdl
82.43,42,6.5,43,78,89,89,3.14,59,ExpandedCongoBuy_servoce,http://www.daml.org/services/daml-s/0.9/CongoGrounding.wsdl
447.2,90,4.2,91,73,78,84,16.2,2,SoapTest,http://mssoapinterop.org/stk/InteropBLogged.wsdl
396.6,87,1.3,95,73,100,84,3.4,38,seealsoService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/seealso.wsdl
130.67,100,6.9,100,73,78,84,10.0,12,GoogleSearchService,http://jeremy.zawodny.com/~jzawodn/mt/lib/MT/GoogleSearch.wsdl
152.45,96,13.2,99,67,78,77,6.09,8,Main,http://api.transvector2.it/swapping/default.asmx?wsdl
71.54,18,4.3,18,60,78,79,8.54,9,AmazonSearchService,http://soap-eu.amazon.com/schemas3/AmazonWebServices.wsdl
163.67,99,2.0,100,60,100,74,50.67,7,NHB,http://ws.strikeiron.com/LSD/NewHomeBuyers?WSDL
133.04,17,3.5,17,42,100,69,20.0,92,SforceService,http://www.gokul.com/private/sforce.wsdl
155.0,52,2.2,52,42,78,74,25.8,1,InteropServiceBService,http://www.mssoapinterop.org/remoting/ServiceB.soap?wsdl
211.4,100,14.7,100,73,100,84,7.8,37,checktransService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/checktrans.wsdl
107.57,89,2.2,96,73,100,80,5.71,2,MyAmazonSecure,http://www.cs.berkeley.edu/~jingtaow/course/webservices/MyAmazonSecure.wsdl
307.2,93,12.7,98,73,100,84,11.0,41,needleService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/needle.wsdl
283.0,87,21.1,95,60,78,69,30.0,11,etrayService,http://www.beblo.com//etray.cfc?wsdl
143.6,98,16.7,100,73,78,62,34.4,96,USHolidayService,http://www.27seconds.com/Holidays/US/USHolidayService.asmx?wsdl
463.6,94,2.1,98,73,100,84,23.2,32,cuspService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cusp.wsdl
617.67,88,7.1,96,73,100,84,13.67,11,ViewCountService,http://www.gameblog.cn/WebService/ViewCountService.asmx?wsdl
62.75,56,7.8,56,83,89,91,2.25,10,MulttestService,http://www.vbi.vt.edu/~pathport/services/wsdls/multtest.wsdl
319.3,85,0.4,85,53,89,66,128.13,9,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.sixpack?wsdl
151.4,53,5.6,54,73,67,84,88.4,34,ACMEProducts,http://www.xmlforasp.net/CodeBank/webservices/ACMECorp/ACMECorp.asmx?wsdl
219.8,98,1.3,100,73,78,84,5.8,35,domainsweepService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/domainsweep.wsdl
146.33,100,6.9,100,73,78,84,8.0,12,GoogleSearchService,http://etna.int-evry.fr/cours/WebServices/TP_WS/Axis/Win/TP_Google/GoogleSearch.wsdl
220.8,93,1.7,98,73,100,84,8.0,41,degapseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/degapseq.wsdl
243.0,90,8.1,96,80,100,83,19.75,6,JIPNewsService,http://services.javaportal.it/kservices/JIPNews.jws?wsdl
106.75,86,1.3,95,80,78,87,1.25,96,SailboatCalcsWS,http://pooh.poly.asu.edu/cst556-sailboatcalcsws/SailboatCalcsWS.asmx?wsdl
213.2,88,1.6,96,73,100,84,7.8,36,antigenicService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/antigenic.wsdl
2141.67,88,3.7,96,73,100,84,1815.34,2,MatchService,http://match.golfonlife.com/MatchService.asmx?WSDL
148.33,92,2.0,97,73,78,80,1.66,93,Inbound,http://ws.interfax.net/inbound.asmx?wsdl
266.6,88,1.9,96,67,100,82,43.2,6,garnierService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_2d_structure.garnier.derived?wsdl
535.0,78,0.2,79,53,89,66,191.8,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.emast?wsdl
107.0,87,1.9,95,73,89,62,58.33,93,CasUsers,http://galex.stsci.edu/casjobs/CasUsers.asmx?WSDL
266.4,95,1.0,99,73,100,84,8.4,34,newcpgreportService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/newcpgreport.wsdl
197.07,26,5.2,26,53,100,66,27.27,29,ReviewRequestManager,http://rep.oio.dk/Infostructurebase/documantation/2004/09/29/reviewrequestmanager.wsdl
126.0,83,31.4,84,83,89,91,3.0,67,XEMBLService,http://www.ebi.ac.uk/xembl/XEMBL.wsdl
409.67,99,10.9,100,73,89,62,126.34,36,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice6.asmx?wsdl
202.0,98,9.7,99,80,78,87,43.0,94,PCtoLongLat,http://01792.org/webservices/PCtoLongLat.asmx?wsdl
80.67,38,2.3,38,80,89,78,3.67,62,replicaCatalogService,http://lqcd.jlab.org/wsdl/replica-glue.wsdl
867.73,94,4.0,95,33,78,59,47.46,2,SaisieFrance2ServiceBeanService,http://www.icare-service.com/axis/services/SaisieFrance2?wsdl
470.43,43,4.5,43,78,78,89,8.29,2,ProFoxWS,http://www.leafe.com/ProFoxWS.wsdl
324.8,86,12.4,95,73,100,84,9.6,41,restoverService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restover.wsdl
184.67,88,1.9,89,73,78,75,7.67,57,PlaceFinder,http://www.arcwebservices.com/services/v2006/PlaceFinder.wsdl
1703.0,83,9.0,84,83,89,91,6.0,7,ElementRefinementsService,http://dcregistry.natlib.govt.nz/axis/services/refinementsSummary?wsdl
144.5,96,22.3,99,67,78,72,19.5,6,RouteCalculationService,http://www.viamichelin.com/ws/services/RouteCalculation?wsdl
206.4,60,6.7,61,78,89,89,7.6,1,ITicTacToeservice,http://www.ebob42.com/cgi-bin/TicTacToe.exe/wsdl/ITicTacToe
143.25,79,1.8,79,73,78,84,78.0,6,CustomFieldResponseWS,http://www.regonline.com/webservices/CustomFieldResponseWS.asmx?WSDL
342.43,85,5.4,86,53,89,66,147.47,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.newcpgseek?wsdl
325.3,86,1.4,87,53,89,66,91.52,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_consensus.merger?wsdl
789.8,98,2.2,95,73,89,62,593.2,4,Servicio_C_de_Calidad,http://eriste.aragob.es/WebServiceCdeCalidad/CdeCalidad.asmx?WSDL
448.0,83,13.8,84,73,100,75,4.0,62,SMART,http://smart.embl.de/webservice/SMART_webservice.wsdl
109.0,99,30.7,100,67,100,82,1.0,40,Measurement,http://www.v-tis.net/VtisFluid/Measurement.asmx?wsdl
208.0,92,1.1,97,73,100,84,9.2,39,cutseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cutseq.wsdl
110.0,83,21.6,84,67,89,72,5.0,4,HashProviderService,http://web8.securetss.com/com/clearviewtss/util/HashProvider.cfc?wsdl
312.0,88,3.0,96,73,100,84,47.0,11,ftreedistpairService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_consensus.ftreedistpair.derived?wsdl
372.25,66,4.7,66,80,89,83,77.83,8,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=16
845.18,11,2.7,11,67,89,82,655.66,86,PartnerServices,http://etourist.b-es.de/services/partnerservices.asmx?wsdl
257.45,13,4.3,13,60,78,74,108.52,40,XmlDemoService,http://ip.tm.uni-karlsruhe.de/demo/DemoService/Service.asmx?WSDL
246.0,86,8.0,86,73,78,80,74.5,91,Postcode_x0020_Finder,http://www.tarrantit.com/tarrantit/Pcode.asmx?wsdl
320.4,89,12.3,96,73,100,84,9.2,35,coderetService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/coderet.wsdl
163.0,83,20.4,84,73,78,84,5.0,10,eFetchService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/v1.0/efetch.wsdl
1664.62,42,1.0,43,83,89,91,1337.0,1,ARSA,http://xml.nig.ac.jp/wsdl/ARSA.wsdl
128.5,97,17.0,99,73,78,62,16.5,92,HolidayService,http://www.holidaywebservice.com/Holidays/HolidayService.asmx?WSDL
80.5,88,1.1,96,73,78,62,29.5,7,DEAWebsvcClass,http://www.deanumber.com/Websvc/deaWebsvc.asmx?wsdl
119.83,74,2.8,74,73,78,80,35.33,87,RealTimeJobPost,http://dpi.careerbuilder.com/DPIWeb/WebServices/RealTimeJobPost.asmx?wsdl
225.8,97,3.4,99,73,100,84,45.4,6,acdcService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdc.derived?wsdl
235.2,94,1.2,98,58,100,75,8.0,41,iepService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/iep.wsdl
386.5,93,11.3,98,73,89,62,69.5,91,The_x0020_Dolls_x0020_Gallery_x0020_Store_x0020__x0028_Web_x0020_Service_x0029_,http://www.aridolan.com/dollstore/InstantOrder.asmx?wsdl
259.0,97,1.2,99,58,100,75,7.2,32,freakService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/freak.wsdl
138.5,46,10.0,46,73,89,75,5.0,39,BiologicalMarkupService,http://services.bio.ifi.lmu.de:1046/prothesaurus/services/BiologicalMarkupService?wsdl
246.4,100,1.9,100,67,100,82,42.8,1,oddcompService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.oddcomp.derived?wsdl
443.4,95,1.6,98,67,100,82,40.8,6,fpromlkService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fpromlk.derived?wsdl
179.29,87,2.6,95,60,89,69,26.0,40,CurriculumOnlineProviderService,http://providers.curriculumonline.gov.uk/ResourceSubmissionWS/curriculumonlineProviderService.asmx?wsdl
765.5,99,4.4,96,80,89,83,560.5,5,WSDLInteropTestDocLitService,http://www.soapclient.com/interop/doclitParam.wsdl
119.2,90,3.6,91,73,78,84,29.0,57,interop2B,http://websrv.cs.fsu.edu/~engelen/interop2B_2.wsdl
189.78,85,9.7,95,53,100,76,41.56,34,CensusData,http://ws.strikeiron.com/CensusData?WSDL
68.57,43,4.4,43,78,89,89,2.86,8,WMLS,http://www.witsml.org/api/131/WMLS.WSDL
156.0,92,2.5,97,60,100,69,26.0,32,GeoPointService,http://ws.strikeiron.com/DnBGeoPoint?WSDL
141.0,100,9.5,100,73,78,84,9.0,6,GoogleSearchService,http://jacques.dsc.ufcg.edu.br/palestras/webservices/google/googleapi/GoogleSearch.wsdl
161.69,87,12.4,95,60,100,74,14.77,94,WSCore,http://palehorse.altaircom.net/WS/WSCore.asmx?wsdl
68.91,19,4.4,20,60,78,79,5.91,2,AmazonSearchService,http://www.echo.eos.nasa.gov/documents/wsdl/extended-services/AmazonWebServices.wsdl
338.87,86,2.5,86,53,89,66,97.09,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmalign?wsdl
69.0,83,23.4,84,78,89,89,2.0,6,SecureLogin,http://www.vapoultrygrowers.com/VPGC-Web/Global/SecureLogin.asmx?WSDL
103.0,94,36.6,98,80,100,87,1.0,8,InteropTestExtensibilityRequired,http://www.mssoapinterop.org/asmx/WSDL/InteropTestExtensibilityRequired.wsdl
97.73,97,13.3,99,60,67,74,4.46,32,BlueLMSWS,http://blue.isoph.com/IsophBlueWS/IsophBlueWS.asmx?wsdl
420.67,63,9.2,63,80,100,87,91.34,42,hellowsdl3,http://www.scottnichol.com/samples/hellowsdl3.wsdl
404.2,87,1.2,95,67,100,82,45.0,8,vrnacofoldService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnacofold.derived?wsdl
68.0,97,5.1,99,73,89,84,1.0,95,NycAddressService,http://www.aspemporium.com/ws/NycAddressService.asmx?WSDL
264.0,94,0.4,98,73,100,80,13.0,11,EMSFlightMonitorService,http://www.pathfinder-xml.com/development/WSDL/EMSFlightMonitorMessage.wsdl
163.0,90,3.3,97,67,78,72,25.0,1,ReverseGeocodingService,http://www.viamichelin.com/ws/services/ReverseGeocoding?wsdl
120.0,83,19.3,84,73,89,84,14.0,58,UPCLookupService,http://www.flash-db.com/services/ws/upcLookup.wsdl
169.0,96,12.2,96,50,89,66,9.83,11,LeagueService,http://www.swissunihockey.ch/weblounge/webservices/league?wsdl
160.67,73,7.5,74,73,89,84,6.0,4,rshare,http://rshare.de/rshare.asmx?WSDL
124.67,100,6.9,100,73,78,84,11.0,6,GoogleSearchService,http://www.mqp.wpi.edu/led/phpwiki/GoogleSearch.wsdl
404.0,93,1.5,98,67,100,82,42.4,9,fseqbootService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fseqboot.derived?wsdl
485.67,93,7.8,98,67,78,77,1.11,97,XigniteMetals,http://www.xignite.com/xmetals.asmx?WSDL
230.91,99,10.7,100,67,100,82,20.32,88,WebAcsWS,http://premier.cdms.net/webACS/webACSWS.asmx?wsdl
218.4,92,1.7,97,73,100,84,6.8,42,yankService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/yank.wsdl
133.67,92,6.9,97,73,78,84,7.67,10,GoogleSearchService,http://www.echo.eos.nasa.gov/documents/wsdl/extended-services/GoogleSearch.wsdl
115.0,86,8.8,86,73,78,84,61.5,34,Zip2Geo,http://ws.cdyne.com/ziptogeo/zip2geo.asmx?wsdl
226.58,90,7.2,91,67,100,77,37.37,9,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-10-05/UK/AWSECommerceService.wsdl
144.0,85,28.8,95,73,100,84,2.0,9,CodeGenerator,http://www.esynaps.com/webservices/codegenerator.asmx?WSDL
215.5,95,3.6,95,78,50,89,15.0,11,interopLab,http://www.whitemesa.net/wsdl/interop.wsdl
244.2,85,2.2,95,67,100,82,30.4,12,sigscanService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.sigscan.derived?wsdl
219.0,87,2.8,96,73,78,80,17.0,87,K4THotelAvailWS,http://ws.keyfortravel.com/Hotel/hotelavail.asmx?wsdl
50.07,27,11.2,27,67,78,82,5.93,89,SalesRankNPrice,http://bob.marlboro.edu/~msie/2002/ipl/perl/lectures/jun15/NET-example/BookService.wsdl
132.5,90,2.3,97,73,78,62,18.0,86,SearchMusicTeachers,http://www.perfectxml.com/WebServices/MusicTeachers/MusicTeachers.asmx?WSDL
206.0,83,18.1,84,83,89,91,25.0,9,getfile2,http://www.scottnichol.com/samples/getfile2.php?wsdl
874.75,56,3.4,57,73,89,75,102.0,34,IDEC_GeoServeis,http://www.geoportal-idec.net/gestor/webservices/idecCoordws.php?wsdl
115.0,83,22.3,84,83,89,91,4.0,5,EmptySA,http://www.mssoapinterop.org/asmx/WSDL/emptysa.wsdl
315.5,86,13.6,86,80,89,87,2.0,10,HexBinaryTest,http://www.mssoapinterop.org/asmx/hexBinary.asmx?WSDL
1019.75,99,4.5,97,73,100,84,868.25,32,FileShopHandler,http://www.smartsms.se/IPX/services/FileShop/fshandler.asmx?wsdl
378.5,34,5.1,35,83,89,91,3.8,7,EMEP_SERVER,http://www.pecesama.net/emep/ws/emep_server.php?wsdl
271.0,63,2.7,64,67,89,72,152.0,84,AddressManager,http://arcweb.esri.com/services/v2/AddressManager.wsdl
166.43,65,2.0,66,80,89,87,10.93,60,TimeService,http://www.nanonull.com/TimeService/TimeService.asmx?wsdl
585.5,97,1.0,99,60,100,74,19.5,77,ResidentialLookup,http://ws.strikeiron.com/ResidentialLookup3?WSDL
131.25,70,4.8,70,73,89,84,3.63,10,MathService,http://samples.gotdotnet.com/quickstart/aspplus/samples/services/MathService/VB/MathService.asmx?WSDL
322.33,99,9.0,100,73,89,62,18.66,8,pathwayDBSer,http://interviewer.inha.ac.kr/stpWebServer/pathwayDBSer.asmx?WSDL
406.0,86,3.0,95,73,100,84,47.0,11,fpennyService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_discrete_characters.fpenny.derived?wsdl
266.74,85,4.4,86,53,89,66,82.44,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.scopparse?wsdl
164.8,90,5.1,91,73,78,84,30.4,8,SoapTest,http://mssoapinterop.org/stkV3/InteropB.wsdl
236.2,96,3.6,99,73,100,84,45.2,5,ehmmindexService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmindex.derived?wsdl
303.1,34,10.4,34,73,100,80,2.4,92,ExperimentWebService,http://www.amdcc.org/Webservice/ExperimentWebService.asmx?wsdl
334.71,43,4.4,43,73,89,75,14.85,1,ESVService,http://www.gnpcb.org/esv/share/soap/?wsdl
151.85,12,6.5,12,53,78,66,3.85,41,Registre,http://rep.oio.dk/bm.dk/xml/schemas/2003/07/14/registre.wsdl
113.0,92,28.4,97,80,89,87,6.0,8,HoroscopeService,http://groups.sims.berkeley.edu/usable-accessibility/CLASS_GODZODIACK/Godzodiack.wsdl
189.0,100,15.4,100,73,100,84,21.5,94,DevLeap_x0020_-_x0020_Codice_x0020_Fiscale,http://devlab.devleap.it/PaoloPi/ws01/CodiceFiscale.asmx?WSDL
269.0,95,0.9,98,67,100,82,48.0,5,megamergerService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_consensus.megamerger.derived?wsdl
416.25,69,6.0,70,67,78,72,164.13,93,NetDicV08,http://btonic.est.co.jp/NetDic/NetDicv08.asmx?WSDL
202.4,89,1.0,96,73,100,84,9.2,33,nthseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/nthseq.wsdl
146.0,63,10.5,63,73,78,75,5.67,5,Footprinting,http://www.bioinf.med.uni-goettingen.de/fileadmin/upload/webservices/footprintingWS.wsdl
327.86,94,6.3,98,67,100,77,4.22,91,FmWS,http://fm.flash8.net/FmWs.asmx?WSDL
126.0,83,12.7,84,73,78,84,17.0,63,StockHistoryService,http://www.flash-db.com/services/ws/stockHistory.wsdl
258.2,91,13.6,97,58,100,75,6.8,40,dotpathService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dotpath.wsdl
336.0,88,2.3,89,73,78,62,236.0,91,SHUAAIndices,http://www.shuaacapital.com/webservices/shuaaindices.asmx?wsdl
494.8,97,9.6,99,73,100,84,10.2,38,emmaService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/emma.wsdl
374.6,51,4.3,51,73,78,84,24.2,6,POCP SOAP Interface,http://pocp.redspider.co.nz/soap.php?wsdl
514.33,47,3.0,47,73,78,75,123.5,9,ContactClean,http://www.maillocate.com/soap/index.php?wsdl
500.71,92,2.2,93,67,89,58,233.85,86,MFundsService,http://www.spk.gov.tr/webservices/MutualFundsPortfolioValues/MFundsService.wsdl
368.5,85,3.7,95,67,78,82,19.0,9,WebServiceAuthenticator,http://webservices.seek.com.au/WebserviceAuthenticator.asmx?wsdl
786.5,67,4.8,67,50,89,66,133.0,7,Sandbox6Service,http://oscar.snapps.com/Portal.nsf/Sandbox6?wsdl
102.0,91,9.2,97,67,78,82,1.0,9,BasicAddressMatch,http://www.bgtaddresstools.state.pa.us/BasicAddressMatch/BasicAddressMatch.asmx?wsdl
242.5,62,6.1,63,73,89,75,5.12,6,ExampleService,http://trans.nict.go.jp/axis/services/ExampleService?wsdl
204.6,96,1.9,99,58,100,75,7.8,33,findkmService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/findkm.wsdl
196.33,87,9.5,95,53,100,71,38.12,86,XigniteRates,http://ws.strikeiron.com/Xignite/rates?WSDL
664.0,83,11.4,84,53,89,66,2.0,6,EncryptPointService,http://freemosp.51ditu.com/wsdl/EncryptPoint.wsdl
292.14,85,1.2,85,73,100,80,63.71,89,BDEconomicosFinancieros,http://www.banguat.gob.gt/variables/ws/BDEF.asmx?wsdl
280.39,86,6.4,86,53,89,66,88.78,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.seqwords?wsdl
317.0,93,12.1,98,73,100,84,10.6,36,supermatcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/supermatcher.wsdl
103.4,85,18.8,95,73,78,80,0.4,87,DOTSFastTax,http://trial.serviceobjects.com/ft/FastTax.asmx?wsdl
1733.09,97,2.8,99,73,89,62,11.36,8,SmsTransfer,http://www.crm4me.com.tr/crm4me_services/smstransfer.asmx?WSDL
194.0,56,10.5,56,78,89,89,72.0,5,WMLP,http://www.witsml.org/api/131/WMLP.WSDL
316.07,32,1.0,32,60,89,69,225.0,94,MapImage,http://arcweb.esri.com/services/v2/MapImage.wsdl
144.0,83,25.3,84,83,89,91,4.0,10,VersionService,http://genex.hgu.mrc.ac.uk/axis/services/Version?wsdl
141.5,93,15.9,98,50,78,66,11.38,90,Service,http://www.csoft.co.uk/dtd/sendsms4.wsdl
375.0,93,11.2,98,73,100,84,9.8,42,distmatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/distmat.wsdl
230.4,100,14.5,100,58,100,75,11.4,42,dotpathService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dotpath.wsdl
125.33,94,7.9,98,73,78,84,10.33,12,GoogleSearchService,http://dotnet.jku.at/book/solutions/7/GoogleSearch.wsdl
878.5,67,4.0,68,73,78,87,5.75,10,SumibiConvertService,http://www.sumibi.org/sumibi/Sumibi_stable.wsdl
149.0,94,16.7,98,73,78,84,36.0,42,ValidateEmail,http://www.webservicex.net/ValidateEmail.asmx?WSDL
146.88,92,13.4,93,73,78,75,11.88,64,ContentFinder,http://www.arcwebservices.com/services/v2006/ContentFinder.wsdl
481.9,94,2.1,94,67,67,84,6.7,89,NetworkNode,http://exchangenetwork.net/schema/v1.0/node.wsdl
451.0,23,1.8,24,42,78,74,334.1,7,NamebankServiceService,http://names.ubio.org/soap/index.php?wsdl
380.83,91,6.6,91,73,78,80,163.5,9,Northwind,http://www.tunguyen.us/wslearn/northwind.asmx?wsdl
564.5,97,13.4,99,73,100,84,1.0,12,HashClass,http://www.bs-byg.dk/hashclass.wsdl
236.2,98,1.1,100,73,100,84,7.2,41,equicktandemService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/equicktandem.wsdl
254.6,96,2.4,99,73,100,84,37.6,9,cathparseService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.cathparse.derived?wsdl
184.5,97,4.2,99,60,100,74,71.5,21,StockQuotes,http://ws.strikeiron.com/SwanandMokashi/StockQuotes?WSDL
240.5,72,8.6,72,78,89,89,117.0,10,LottoDrawings,http://lottoexchange.net/LottoDrawings.php?wsdl
227.53,90,7.1,90,67,100,77,40.16,2,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-10-05/DE/AWSECommerceService.wsdl
136.0,83,21.4,84,83,78,91,6.0,11,EmailValidation,http://ws.xwebservices.com/XWebEmailValidation/V2/XWebEmailValidation.wsdl
60.84,70,10.5,71,67,100,77,5.95,5,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-09-15/US/AWSECommerceService.wsdl
146.0,93,5.9,98,67,78,72,24.0,3,GetBestMapDefinitionService,http://www.viamichelin.com/ws/services/GetBestMapDefinition?wsdl
3166.0,72,3.7,72,83,89,91,1.5,57,RecommendationService,http://developer.statsbiblioteket.dk/netbibservices/services/RecomLike?wsdl
198.0,97,1.0,99,73,100,84,8.0,31,seqretService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/seqret.wsdl
281.91,86,4.4,86,53,89,66,86.61,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.degapseq?wsdl
256.6,99,0.8,100,67,100,82,40.6,9,splitterService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.splitter.derived?wsdl
123.0,99,9.8,100,73,100,84,2.33,86,AffiliateService,http://webservice.allposters.com/ProductInformationService.asmx?wsdl
69.71,89,3.5,96,80,100,83,0.42,11,ProductInfo,http://www.vinfo.com/Updates/TGPlugIn/ProductInfo.asmx?wsdl
307.75,71,2.1,71,73,78,84,2.37,4,MathService,http://aspalliance.com/quickstart/aspplus/samples/services/MathService/VB/MathService.asmx?wsdl
81.0,70,8.5,70,73,89,84,38.75,11,MathTools,http://www.karlbrouillette.com/demo1/mathtools.asmx?wsdl
308.5,56,6.2,56,83,89,91,7.25,31,Fasta,http://xml.nig.ac.jp/wsdl/Fasta.wsdl
295.89,61,6.3,61,73,89,80,102.17,11,PT_progetti,http://www.sgr-international.com/PT_progetti.asmx?wsdl
160.64,59,7.9,60,73,67,80,1.69,56,ServicioVisualizacion,http://www.geoservicios.com/V2.0/sv/sv.asmx?wsdl
99.66,97,15.5,98,67,78,82,22.63,5,ConferenceService,http://www.dsmsystem.com/conference/conference?WSDL
145.62,92,2.4,97,73,100,80,41.0,87,TipoCambio,http://www.banguat.gob.gt/variables/ws/TipoCambio.asmx?wsdl
382.6,87,3.5,95,73,100,84,4.8,41,redataService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/redata.wsdl
1034.43,32,3.1,33,60,78,79,931.07,5,interopLabEchoHeader,http://soapclient.com/interop/interopC.wsdl
